"barcode";"product_name";"rank";"current_price";"buybox_price";"second_price";"third_price";"min_price";"learned_price_cut";"learned_max_increase";"old_action";"old_proposed";"old_blockers";"old_reason";"new_action";"new_proposed";"new_blockers";"new_reason";"classification";"changed_rule"
"8690604811590";"Çocuk Diş Macunu Karpuz & Çilek 50 ml x 2 Adet (3+ Yaş)";"1";"396.08";"396.08";"409.73";"418.60";"392.91";"";"";"FIYAT_ARTIR";"396.18";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"396.18";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8690637981484";"Force Men Erkek Deodorant Anti Perspirant 4 Adet X 250 ml";"1";"782.07";"782.07";"784.07";"";"595.72";"";"";"FIYAT_ARTIR";"782.97";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"782.97";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8690690690000069";"ROOMSTAR Oda Kokusu Pudra Etkisi 300 Ml X 4 Adet + Dolap Çekmece Kokusu";"1";"792.61";"792.61";"793.89";"";"653.84";"";"";"FIYAT_ARTIR";"793.79";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"793.79";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8690785214967";"Siyah Ay Çekirdeği Tuzlu Kavrulmuş Kilitli Paket 180 gr 4 Adet (Toplam 720 gr)";"1";"687.90";"687.90";"692.90";"699.80";"435.22";"";"";"FIYAT_ARTIR";"692.8";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"692.8";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8690765987356";"Bahar Kolonyası 80° 200 ml x 3 Adet | Ferah Bahar Kokusu Cam Şişe Kolonya";"1";"861.88";"861.88";"863.15";"898.00";"711.77";"";"";"FIYAT_ARTIR";"863.05";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"863.05";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8690710135874";"Hakkari Ham yayla çiçek balı 300 gr x 2 Adet";"1";"1249.99";"1249.99";"1249.99";"1485.00";"193.25";"";"";"KORU";"1249.99";"[""COST_INCOMPLETE"",""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"1249.99";"[""COST_INCOMPLETE""]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"8690677098345";"Organik Elma Sirkesi Fermente 500 ml x 2 Adet";"1";"532.60";"532.60";"722.00";"778.00";"489.54";"";"";"FIYAT_ARTIR";"537.5";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"537.5";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8690777453888";"Ballı Yer Fıstık Ezmesi 350 g (3’lü Paket)";"1";"1114.02";"1114.02";"1115.87";"1450.00";"763.62";"";"";"FIYAT_ARTIR";"1115.77";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"1115.77";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8690654987311";"Mimoza Kolonyası 80° 200 ml x 3 Adet – Ferahlatıcı Mimoza Kokulu Kolonya Seti";"1";"820.44";"820.44";"819.00";"848.00";"690.78";"";"";"KORU";"820.44";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"820.44";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"8690787201976";"Siyah Ay Çekirdeği Tuzsuz Kavrulmuş Kilitli Paket 180 gr 4 Adet (Toplam 720 gr)";"1";"686.25";"686.25";"683.00";"689.80";"435.22";"";"";"KORU";"686.25";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"686.25";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"8690870555098";"Special Blend Filtre Kahve 250 g";"1";"498.21";"498.21";"652.58";"676.00";"425.94";"";"";"FIYAT_ARTIR";"498.31";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"498.31";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8691027456851";"İthal Taze Hudri Hurma Yumuşak Etli Doğal 4 Adet X 300 gr";"1";"1431.73";"1431.73";"1498.68";"1503.05";"1143.86";"";"";"FIYAT_ARTIR";"1436.22";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"1436.22";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8690808489011";"Lungo Kapsül Kahve 10’lu 55 g";"1";"493.72";"493.72";"493.72";"505.08";"384.98";"";"";"KORU";"493.72";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"493.72";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"8690787631032";"Kavrulmuş Kabuklu Kaju 100 gr x 4 Adet";"1";"774.45";"774.45";"784.45";"792.27";"694.48";"";"";"FIYAT_ARTIR";"775.35";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"775.35";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8691205874963";"Güneşte Kurutulmuş Domates Doğal Katkısız 280 gr 4 Adet Kavanoz (Süzme 160 gr x 4)";"1";"674.88";"674.88";"679.88";"679.73";"575.96";"";"";"FIYAT_ARTIR";"679.78";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"679.78";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8690921433829";"Pratik Filtre Kahve 8 g x 5 Adet – Tek Kullanımlık Filtre Kahve";"1";"311.82";"311.82";"321.08";"329.66";"244.67";"";"";"FIYAT_ARTIR";"315.57";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"315.57";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8691226648499";"Kiraz Çiçeği Kolonya 100 ml x3 – Üçlü Avantaj Paketi";"1";"419.99";"419.99";"420.93";"445.00";"357.44";"";"";"FIYAT_ARTIR";"420.09";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"420.09";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8691226658875";"Kiraz Çiçeği Kolonya 100 ml x3 – Üçlü Avantaj Paketi";"1";"422.54";"422.54";"423.54";"448.00";"357.44";"";"";"FIYAT_ARTIR";"423.08";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"423.08";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8691530010514";"Öğütülmüş sarımsak 60 gr X 4 Adet";"1";"683.28";"683.28";"698.28";"696.21";"647.57";"";"";"FIYAT_ARTIR";"688.18";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"688.18";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8691597538030";"Yüksek Kalite İthal Jumbo Taze Ceviz İçi 4 Adet X 150 gr";"1";"834.31";"834.31";"836.31";"844.66";"748.80";"";"";"FIYAT_ARTIR";"836.21";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"836.21";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8691543568981";"Kremalı Bisküvi Sade Sandviç Bisküvi 4 ADET x 375 GR";"1";"451.71";"451.71";"448.18";"529.62";"443.37";"";"";"KORU";"451.71";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"451.71";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"8691573102485";"Şeker İlavesiz Karışık Meyve Reçeli 275 G x 2 Adet - %65 Meyve Oranlı Kayısı Şeftali Ayva Karışımı";"1";"631.20";"631.20";"676.20";"685.00";"548.80";"";"";"FIYAT_ARTIR";"636.1";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"636.1";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8691597852413";"Klasik Petit Beurre Bisküvi 5'li Paket 1000g x 4 ADET - 4 KG Toplam";"1";"894.90";"894.90";"890.90";"1092.50";"645.47";"";"";"KORU";"894.9";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"894.9";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"869126548758";"Vücut Spreyi 200 Ml 3 Lü Chic Lady";"1";"837.44";"837.44";"841.80";"850.04";"757.44";"";"";"FIYAT_ARTIR";"841.7";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"841.7";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8691344072673";"Lasting Curl Saç Köpüğü Belirgin Dolgun Ve Kalıcı Bukleler 3 Adet X 200 ml";"1";"760.11";"760.11";"765.11";"772.74";"742.63";"";"";"FIYAT_ARTIR";"761.01";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"761.01";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8693737378910299";"Colombia Çekirdek Kahve 500 gr";"1";"759.40";"759.40";"759.40";"799.48";"722.33";"";"";"KORU";"759.4";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"759.4";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"8693234333962";"Soya Sosu Cam Şişe 250ml X 4 Adet";"1";"645.84";"645.84";"650.84";"657.31";"576.70";"";"";"FIYAT_ARTIR";"650.74";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"650.74";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695000711033";"Diamond Kadın Parfüm EDP 100 ML";"1";"947.00";"947.00";"949.00";"989.00";"730.28";"";"";"FIYAT_ARTIR";"948.9";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"948.9";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695000666099";"Ananas Sirkesi 500 ml x 3 Adet – Doğal Fermantasyon";"1";"931.60";"931.60";"1333.08";"1542.64";"742.63";"";"";"FIYAT_ARTIR";"936.28";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"936.28";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8693474259101";"Peynir Dolgulu Kiraz Biberi Kuzey Makedonya Gurme Meze Kahvaltılık Acı Tatlı 4x330g Set";"1";"1555.00";"1555.00";"1557.38";"1555.00";"193.25";"";"";"FIYAT_ARTIR";"1557.28";"[""COST_INCOMPLETE"",""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"1557.28";"[""COST_INCOMPLETE""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695000711088";"Ananas Sirkesi 500 ml – Doğal Fermantasyon";"1";"674.16";"674.16";"677.22";"699.00";"384.60";"";"";"FIYAT_ARTIR";"677.12";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"677.12";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8694748600314";"Tuzu Azaltılmış Soya Sosu Cam Şişe 250ml X 4 Adet";"1";"634.57";"634.57";"644.57";"650.98";"576.70";"";"";"FIYAT_ARTIR";"637.85";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"637.85";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695000888378";"Marine Erkek Parfüm EDP 100 ml x 2 Adet";"1";"1834.11";"1834.11";"1839.08";"1899.99";"1267.32";"";"";"FIYAT_ARTIR";"1838.98";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"1838.98";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695023654879";"Lavanta Kokulu Oda Kokusu Bambu Lavanta 100 ml X 3 Adet";"1";"1097.86";"1097.86";"1091.83";"1425.00";"913.33";"";"";"KORU";"1097.86";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"1097.86";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"86950007117OO9";"Sensitive Islak Bebek Havlusu 60x3 2 Adet-3 lü Paket";"1";"415.00";"415.00";"425.00";"";"412.24";"";"";"FIYAT_ARTIR";"418.75";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"418.75";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695025858581";"Sıvı Çamaşır Deterjanı Beyazlar Için 1500 ml X 2 Adet";"1";"561.83";"561.83";"566.83";"571.83";"519.56";"";"";"FIYAT_ARTIR";"566.73";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"566.73";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"86950258785485";"Vücut Spreyi 200 Ml X 4 LÜ CHEERFUL LİFE";"1";"1237.28";"1237.28";"1296.28";"1312.42";"941.40";"";"";"FIYAT_ARTIR";"1241.77";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"1241.77";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"869502565848";"ODA KOKUSU BAMBU ÇUBUKLU 100 ML 2 Lİ PAKET LAVANTA ACTİSOFT";"1";"674.75";"674.75";"669.00";"781.08";"679.15";"";"";"MIN_FIYATA_TOPARLA";"679.15";"[""CHANGE_TOO_SMALL""]";"Minimum fiyata güvenli toparlama";"MIN_FIYATA_TOPARLA";"679.15";"[]";"Minimum fiyata güvenli toparlama";"BUYBOX_OWNED";"cts_removed_min_recovery"
"8695025878586";"Vücut Spreyi 200 ml X 4 Adet White Glow";"1";"1003.57";"1003.57";"1008.21";"1193.57";"941.40";"";"";"FIYAT_ARTIR";"1008.11";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"1008.11";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695026587958";"VÜCUT SIR AGDA BANDI DAYCARE 20 Lİ PAKET X 5 ADET";"1";"879.07";"879.07";"879.07";"919.08";"754.98";"";"";"KORU";"879.07";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"879.07";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"86950770121350";"Pudralı Lateks Eldiven Mr.green 200 Adet S/m Beden";"1";"970.73";"970.73";"971.21";"1209.00";"842.63";"";"";"FIYAT_ARTIR";"971.11";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"971.11";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695077011359";"Pudralı Lateks Eldiven Mr.green 100 Adet";"1";"523.69";"523.69";"524.69";"574.90";"524.11";"";"";"MIN_FIYATA_TOPARLA";"524.11";"[""CHANGE_TOO_SMALL""]";"Minimum fiyata güvenli toparlama";"MIN_FIYATA_TOPARLA";"524.11";"[]";"Minimum fiyata güvenli toparlama";"BUYBOX_OWNED";"cts_removed_min_recovery"
"86950723548796";"Parfüm 50 ml Edp Charm";"1";"607.92";"607.92";"607.96";"617.76";"550.04";"";"";"KORU";"607.92";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"607.92";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"869505878585888";"BERGAMOT AROMALI ÇAY 500 GR X3 ADET (1,5 KG )";"1";"748.39";"748.39";"881.09";"869.74";"679.92";"";"";"FIYAT_ARTIR";"752.14";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"752.14";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695077036404";"Hipoalerjenik Sensitive Konsantre Çamaşır Yumuşatıcı 1500 ml X 4 Adet";"1";"835.14";"835.14";"845.14";"862.49";"821.58";"";"";"FIYAT_ARTIR";"840.04";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"840.04";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695077017182";"Rose kadın parfüm 50 ml +Night kadın parfüm 2 li";"1";"560.00";"560.00";"585.00";"650.00";"563.62";"";"";"MIN_FIYATA_TOPARLA";"563.62";"[""CHANGE_TOO_SMALL""]";"Minimum fiyata güvenli toparlama";"MIN_FIYATA_TOPARLA";"563.62";"[]";"Minimum fiyata güvenli toparlama";"BUYBOX_OWNED";"cts_removed_min_recovery"
"8695077036261";"Bergamot Aromalı Çay 500x4=2000 Gram 4'lü Set";"1";"947.40";"947.40";"949.90";"987.48";"846.59";"";"";"FIYAT_ARTIR";"949.8";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"949.8";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695077036402";"Hipoalerjenik Çiçek Rüyası Konsantre Çamaşır Yumuşatıcı 1500 ml X 4 Adet";"1";"826.98";"826.98";"831.98";"886.98";"821.58";"";"";"FIYAT_ARTIR";"831.88";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"831.88";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695077058850511";"Sıvı Çamaşır Deterjanı Beyaz Ve Okyanus Ferahlığı Yumuşatıcı Set 1500 + 1500 Ml.";"1";"568.26";"568.26";"581.61";"675.00";"511.23";"";"";"FIYAT_ARTIR";"572.01";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"572.01";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695077036508";"Hipoalerjenik Konsantre Çamaşır Yumuşatıcı Okyanus Ve Sensitive 1500 ml X 4 Adet";"1";"835.20";"835.20";"836.20";"888.20";"821.58";"";"";"FIYAT_ARTIR";"836.1";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"836.1";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695077036406";"Hipoalerjenik Çiçek rüyası ve Okyanus Kokulu 1500 ml X 4 Adet";"1";"873.97";"873.97";"870.18";"999.00";"821.58";"";"";"KORU";"873.97";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"873.97";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"8695077117012";"Sport For Men 50 ml Erkek Parfüm 2 adet";"1";"644.33";"644.33";"650.00";"";"563.62";"";"";"FIYAT_ARTIR";"648.08";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"648.08";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"86950770826888";"Mutfak Yüzey Temizleyici Sprey Limon Kokulu 750 ml";"1";"319.85";"319.85";"319.85";"339.48";"271.30";"";"";"KORU";"319.85";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"319.85";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"8695077117082";"Rose kadın parfüm 50 ml 3ADET";"1";"899.89";"899.89";"899.99";"";"748.80";"";"";"KORU";"899.89";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"899.89";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"869507705885096";"Sıvı Çamaşır Deterjanı Beyaz Ve Çiçek Rüyası Yumuşatıcı Set 1500 + 1500 Ml.";"1";"576.65";"576.65";"577.47";"675.00";"511.23";"";"";"FIYAT_ARTIR";"577.37";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"577.37";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695077124654";"- 4'lü Ekonomik Set Deodorant";"1";"748.31";"748.31";"773.37";"761.19";"590.78";"";"";"FIYAT_ARTIR";"752.06";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"752.06";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695077137364";"Baby Powder Bebek Pudra Kokulu Gliserinli E vitaminli El Kremi 75 ml";"1";"247.40";"247.40";"247.50";"247.40";"230.47";"";"";"KORU";"247.4";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"247.4";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"8695077137333";"Sweet Vanilla El Kremi (2’li Set) 75 ml x 2";"1";"357.30";"357.30";"357.30";"535.00";"289.54";"";"";"KORU";"357.3";"[""CHANGE_TOO_SMALL""]";"Fiyat korunuyor";"KORU";"357.3";"[]";"Fiyat korunuyor";"BUYBOX_OWNED";"cts_removed_keep"
"8695077141174";"Çam Kokulu Renk Değiştiren Tuvalet Temizleyici 750 Ml X 4 Adet";"1";"625.37";"625.37";"630.37";"735.08";"588.47";"";"";"FIYAT_ARTIR";"626.27";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"626.27";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695077144734";"Nemlendirici etkili sıvı sabun lotus çiçeği kokulu 500 ML x 4 Adet";"1";"830.46";"830.46";"835.46";"999.99";"817.94";"";"";"FIYAT_ARTIR";"835.36";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"835.36";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695077148244";"Smooth Anti perspirant kadın deodorant 48 saat etkili 4 Adet X 150 ml";"1";"764.06";"764.06";"769.06";"";"595.72";"";"";"FIYAT_ARTIR";"768.96";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"768.96";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695077144762";"Nemlendirici etkili sıvı sabun lotus çiçeği ve beyaz yasemin kokulu 500 ML x 4 Adet";"1";"825.46";"825.46";"835.46";"999.99";"817.94";"";"";"FIYAT_ARTIR";"830.36";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"830.36";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695077144784";"Nemlendirici etkili sıvı sabun beyaz yasemin kokulu 500 ML x 4 Adet";"1";"844.97";"844.97";"849.97";"1909.50";"817.94";"";"";"FIYAT_ARTIR";"849.87";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"849.87";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695077144764";"Nemlendirici etkili sıvı sabun marsilya gülü ve iris 500 ML x 4 Adet";"1";"845.04";"845.04";"850.04";"1909.50";"817.94";"";"";"FIYAT_ARTIR";"849.94";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"849.94";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695077148243";"Refresh Anti perspirant kadın deodorant 48 saat etkili 4 Adet X 150 ml";"1";"759.48";"759.48";"764.48";"772.10";"595.72";"";"";"FIYAT_ARTIR";"764.38";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"764.38";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
"8695077152048";"Elma Suyu %100 Meyve Suyu Oranı Şeker İlavesiz 36 Adet X 200 ml";"1";"995.49";"995.49";"1287.08";"1302.84";"955.81";"";"";"FIYAT_ARTIR";"999.29";"[""CHANGE_TOO_SMALL""]";"Buybox korunarak kontrollü kâr artışı yoklaması";"FIYAT_ARTIR";"999.29";"[]";"Buybox korunarak kontrollü kâr artışı yoklaması";"BUYBOX_OWNED";"cts_removed_profit_probe"
